EmScan10 (QY),,,,,,,
QY = 88.9%,,,,,,,
Labels,EmScan10,EmScan9,EmScan9 Scaled,,,,
Type,Emission Scan,Emission Scan,Emission Scan,,,,
Comment,,,,,,,
Start,480,480,480,,,,
Stop,700,700,700,,,,
Step,1,1,1,,,,
Fixed/Offset,500,500,500,,,,
Xaxis,Wavelength,Wavelength,Wavelength,,,,
Yaxis,Counts,Counts,Counts,,,,
Scan Corr. by File,True,True,True,,,,
Corr. by Ref. Det.,True,True,True,,,,
Fixed/Offset Corr. by File,False,False,False,,,,
Repeats,1,1,1,,,,
Dwell Time,0.5,0.5,0.5,,,,
Lamp,Xe,Xe,Xe,,,,
Temp,0,0,0,,,,
Scan Polariser,None,None,None,,,,
Scan Slit,0.39046875,0.39046875,0.39046875,,,,
Fixed/Offset Polariser,None,None,None,,,,
Fixed/Offset Slit,2.0004687,2.0004687,2.0004687,,,,
Detector,R928P,R928P,R928P,,,,
,,,,,,muestra,solvente
550,4.45E+03,3.59E+01,1.43E+01,,3.6E-24,6.83E+25,2.20E+23
551,4.71E+03,4.62E+01,1.85E+01,,3.59347E-24,7.25E+25,2.84E+23
552,5.14E+03,4.54E+01,1.81E+01,,3.58696E-24,7.94E+25,2.81E+23
553,5.50E+03,5.11E+01,2.04E+01,,3.58047E-24,8.54E+25,3.17E+23
554,5.98E+03,5.63E+01,2.25E+01,,3.57401E-24,9.32E+25,3.50E+23
555,6.23E+03,4.63E+01,1.85E+01,,3.56757E-24,9.74E+25,2.89E+23
556,6.46E+03,5.04E+01,2.01E+01,,3.56115E-24,1.01E+26,3.16E+23
557,6.69E+03,6.45E+01,2.58E+01,,3.55476E-24,1.05E+26,4.05E+23
558,6.83E+03,5.71E+01,2.28E+01,,3.54839E-24,1.08E+26,3.60E+23
559,7.00E+03,4.08E+01,1.63E+01,,3.54204E-24,1.11E+26,2.58E+23
560,7.12E+03,4.33E+01,1.73E+01,,3.53571E-24,1.13E+26,2.75E+23
561,7.21E+03,4.70E+01,1.88E+01,,3.52941E-24,1.15E+26,3.00E+23
562,7.17E+03,4.44E+01,1.77E+01,,3.52313E-24,1.15E+26,2.84E+23
563,7.07E+03,4.42E+01,1.76E+01,,3.51687E-24,1.14E+26,2.84E+23
564,7.05E+03,4.85E+01,1.94E+01,,3.51064E-24,1.14E+26,3.13E+23
565,6.94E+03,4.76E+01,1.90E+01,,3.50442E-24,1.12E+26,3.08E+23
566,6.96E+03,5.08E+01,2.03E+01,,3.49823E-24,1.13E+26,3.30E+23
567,6.78E+03,4.82E+01,1.93E+01,,3.49206E-24,1.11E+26,3.14E+23
568,6.58E+03,4.80E+01,1.92E+01,,3.48592E-24,1.08E+26,3.13E+23
569,6.34E+03,5.60E+01,2.24E+01,,3.47979E-24,1.04E+26,3.67E+23
570,6.33E+03,5.82E+01,2.32E+01,,3.47368E-24,1.04E+26,3.83E+23
571,6.02E+03,4.56E+01,1.82E+01,,3.4676E-24,9.96E+25,3.01E+23
572,5.84E+03,4.74E+01,1.89E+01,,3.46154E-24,9.69E+25,3.14E+23
573,5.68E+03,4.48E+01,1.79E+01,,3.4555E-24,9.46E+25,2.98E+23
574,5.55E+03,3.67E+01,1.47E+01,,3.44948E-24,9.28E+25,2.45E+23
575,5.35E+03,4.99E+01,1.99E+01,,3.44348E-24,8.97E+25,3.34E+23
576,5.16E+03,3.31E+01,1.32E+01,,3.4375E-24,8.68E+25,2.22E+23
577,5.01E+03,4.94E+01,1.97E+01,,3.43154E-24,8.47E+25,3.33E+23
578,4.80E+03,4.32E+01,1.72E+01,,3.42561E-24,8.14E+25,2.92E+23
579,4.53E+03,4.72E+01,1.88E+01,,3.41969E-24,7.71E+25,3.20E+23
580,4.54E+03,4.33E+01,1.73E+01,,3.41379E-24,7.75E+25,2.95E+23
581,4.31E+03,3.43E+01,1.37E+01,,3.40792E-24,7.39E+25,2.34E+23
582,4.17E+03,4.81E+01,1.92E+01,,3.40206E-24,7.16E+25,3.30E+23
583,4.06E+03,5.09E+01,2.03E+01,,3.39623E-24,7.01E+25,3.51E+23
584,3.86E+03,4.45E+01,1.78E+01,,3.39041E-24,6.69E+25,3.07E+23
585,3.76E+03,4.87E+01,1.94E+01,,3.38462E-24,6.54E+25,3.38E+23
586,3.66E+03,4.97E+01,1.99E+01,,3.37884E-24,6.37E+25,3.46E+23
587,3.63E+03,3.92E+01,1.56E+01,,3.37308E-24,6.35E+25,2.74E+23
588,3.56E+03,3.88E+01,1.55E+01,,3.36735E-24,6.24E+25,2.72E+23
589,3.45E+03,4.24E+01,1.69E+01,,3.36163E-24,6.08E+25,2.98E+23
590,3.50E+03,3.95E+01,1.58E+01,,3.35593E-24,6.18E+25,2.78E+23
591,3.22E+03,3.25E+01,1.30E+01,,3.35025E-24,5.71E+25,2.30E+23
592,3.26E+03,4.41E+01,1.76E+01,,3.34459E-24,5.79E+25,3.13E+23
593,3.17E+03,3.57E+01,1.42E+01,,3.33895E-24,5.65E+25,2.54E+23
594,3.11E+03,4.54E+01,1.81E+01,,3.33333E-24,5.57E+25,3.25E+23
595,3.01E+03,3.35E+01,1.34E+01,,3.32773E-24,5.41E+25,2.40E+23
596,3.02E+03,3.58E+01,1.43E+01,,3.32215E-24,5.45E+25,2.58E+23
597,2.89E+03,3.68E+01,1.47E+01,,3.31658E-24,5.23E+25,2.66E+23
598,2.87E+03,2.66E+01,1.06E+01,,3.31104E-24,5.21E+25,1.92E+23
599,2.74E+03,3.87E+01,1.55E+01,,3.30551E-24,4.98E+25,2.81E+23
600,2.68E+03,4.47E+01,1.78E+01,,3.3E-24,4.89E+25,3.26E+23
601,2.57E+03,3.14E+01,1.26E+01,,3.29451E-24,4.70E+25,2.30E+23
602,2.55E+03,3.53E+01,1.41E+01,,3.28904E-24,4.69E+25,2.59E+23
603,2.52E+03,4.13E+01,1.65E+01,,3.28358E-24,4.64E+25,3.04E+23
604,2.47E+03,4.97E+01,1.98E+01,,3.27815E-24,4.57E+25,3.67E+23
605,2.54E+03,3.76E+01,1.50E+01,,3.27273E-24,4.71E+25,2.79E+23
606,2.34E+03,2.67E+01,1.07E+01,,3.26733E-24,4.36E+25,1.99E+23
607,2.24E+03,3.74E+01,1.49E+01,,3.26194E-24,4.18E+25,2.79E+23
608,2.31E+03,4.61E+01,1.84E+01,,3.25658E-24,4.33E+25,3.45E+23
609,2.12E+03,3.05E+01,1.22E+01,,3.25123E-24,3.99E+25,2.29E+23
610,2.07E+03,3.76E+01,1.50E+01,,3.2459E-24,3.91E+25,2.84E+23
611,2.03E+03,4.16E+01,1.66E+01,,3.24059E-24,3.85E+25,3.15E+23
612,1.97E+03,6.64E+01,2.65E+01,,3.23529E-24,3.74E+25,5.04E+23
613,1.88E+03,7.42E+01,2.96E+01,,3.23002E-24,3.57E+25,5.65E+23
614,1.90E+03,7.96E+01,3.18E+01,,3.22476E-24,3.63E+25,6.08E+23
615,1.73E+03,4.41E+01,1.76E+01,,3.21951E-24,3.33E+25,3.38E+23
616,1.71E+03,3.58E+01,1.43E+01,,3.21429E-24,3.29E+25,2.75E+23
617,1.64E+03,2.17E+01,8.67E+00,,3.20908E-24,3.16E+25,1.67E+23
618,1.52E+03,4.55E+01,1.82E+01,,3.20388E-24,2.95E+25,3.52E+23
619,1.49E+03,4.35E+01,1.74E+01,,3.19871E-24,2.90E+25,3.38E+23
620,1.41E+03,2.91E+01,1.16E+01,,3.19355E-24,2.75E+25,2.26E+23
621,1.33E+03,3.36E+01,1.34E+01,,3.18841E-24,2.61E+25,2.62E+23
622,1.31E+03,3.39E+01,1.36E+01,,3.18328E-24,2.58E+25,2.66E+23
623,1.31E+03,4.03E+01,1.61E+01,,3.17817E-24,2.58E+25,3.17E+23
624,1.24E+03,4.16E+01,1.66E+01,,3.17308E-24,2.45E+25,3.28E+23
625,1.18E+03,2.98E+01,1.19E+01,,3.168E-24,2.33E+25,2.36E+23
626,1.14E+03,3.01E+01,1.20E+01,,3.16294E-24,2.26E+25,2.39E+23
627,1.08E+03,3.58E+01,1.43E+01,,3.15789E-24,2.15E+25,2.85E+23
628,1.05E+03,3.53E+01,1.41E+01,,3.15287E-24,2.10E+25,2.82E+23
629,1.03E+03,3.11E+01,1.24E+01,,3.14785E-24,2.06E+25,2.49E+23
630,9.77E+02,2.69E+01,1.07E+01,,3.14286E-24,1.97E+25,2.16E+23
631,9.37E+02,2.81E+01,1.12E+01,,3.13788E-24,1.89E+25,2.27E+23
632,8.91E+02,3.89E+01,1.55E+01,,3.13291E-24,1.81E+25,3.15E+23
633,8.32E+02,3.07E+01,1.23E+01,,3.12796E-24,1.69E+25,2.49E+23
634,8.09E+02,3.89E+01,1.55E+01,,3.12303E-24,1.65E+25,3.17E+23
635,8.30E+02,3.15E+01,1.26E+01,,3.11811E-24,1.70E+25,2.58E+23
636,7.69E+02,3.20E+01,1.28E+01,,3.11321E-24,1.58E+25,2.62E+23
637,7.73E+02,2.13E+01,8.49E+00,,3.10832E-24,1.59E+25,1.75E+23
638,7.26E+02,3.49E+01,1.40E+01,,3.10345E-24,1.50E+25,2.88E+23
639,7.30E+02,2.72E+01,1.08E+01,,3.09859E-24,1.51E+25,2.25E+23
640,6.56E+02,3.40E+01,1.36E+01,,3.09375E-24,1.36E+25,2.82E+23
641,6.53E+02,3.04E+01,1.21E+01,,3.08892E-24,1.36E+25,2.53E+23
642,6.33E+02,2.65E+01,1.06E+01,,3.08411E-24,1.32E+25,2.21E+23
643,6.54E+02,1.68E+01,6.69E+00,,3.07932E-24,1.37E+25,1.40E+23
644,6.63E+02,2.71E+01,1.08E+01,,3.07453E-24,1.39E+25,2.28E+23
645,5.74E+02,1.94E+01,7.75E+00,,3.06977E-24,1.21E+25,1.64E+23
646,5.48E+02,3.57E+01,1.43E+01,,3.06502E-24,1.16E+25,3.02E+23
647,5.41E+02,8.15E+00,3.25E+00,,3.06028E-24,1.15E+25,6.91E+22
648,5.23E+02,2.94E+01,1.17E+01,,3.05556E-24,1.11E+25,2.50E+23
649,5.42E+02,2.13E+01,8.52E+00,,3.05085E-24,1.16E+25,1.82E+23
650,5.61E+02,3.71E+01,1.48E+01,,3.04615E-24,1.20E+25,3.17E+23
651,4.71E+02,2.90E+01,1.16E+01,,3.04147E-24,1.01E+25,2.49E+23
652,4.32E+02,2.68E+01,1.07E+01,,3.03681E-24,9.32E+24,2.31E+23
653,4.84E+02,1.97E+01,7.85E+00,,3.03216E-24,1.05E+25,1.70E+23
654,4.23E+02,2.48E+01,9.90E+00,,3.02752E-24,9.18E+24,2.15E+23
655,4.29E+02,1.75E+01,6.99E+00,,3.0229E-24,9.35E+24,1.52E+23
656,4.44E+02,2.40E+01,9.58E+00,,3.01829E-24,9.68E+24,2.09E+23
657,4.06E+02,1.53E+01,6.11E+00,,3.0137E-24,8.89E+24,1.34E+23
658,3.86E+02,2.96E+01,1.18E+01,,3.00912E-24,8.48E+24,2.60E+23
659,3.65E+02,2.60E+01,1.04E+01,,3.00455E-24,8.03E+24,2.29E+23
660,4.51E+02,2.89E+01,1.15E+01,,3E-24,9.98E+24,2.55E+23
661,3.95E+02,3.84E+01,1.53E+01,,2.99546E-24,8.75E+24,3.40E+23
662,3.34E+02,1.07E+01,4.27E+00,,2.99094E-24,7.42E+24,9.49E+22
663,3.51E+02,2.70E+01,1.08E+01,,2.98643E-24,7.83E+24,2.40E+23
664,3.06E+02,2.46E+01,9.81E+00,,2.98193E-24,6.84E+24,2.19E+23
665,3.55E+02,3.03E+01,1.21E+01,,2.97744E-24,7.97E+24,2.72E+23
666,3.20E+02,1.95E+01,7.78E+00,,2.97297E-24,7.21E+24,1.75E+23
667,3.14E+02,4.22E+00,1.68E+00,,2.96852E-24,7.08E+24,3.80E+22
668,3.17E+02,2.13E+01,8.51E+00,,2.96407E-24,7.17E+24,1.93E+23
669,3.57E+02,3.02E+01,1.20E+01,,2.95964E-24,8.11E+24,2.74E+23
670,2.57E+02,4.36E+00,1.74E+00,,2.95522E-24,5.85E+24,3.96E+22
671,2.75E+02,3.53E+01,1.41E+01,,2.95082E-24,6.28E+24,3.22E+23
672,2.93E+02,2.38E+01,9.49E+00,,2.94643E-24,6.72E+24,2.18E+23
673,3.06E+02,3.16E+01,1.26E+01,,2.94205E-24,7.03E+24,2.90E+23
674,2.32E+02,2.89E+01,1.15E+01,,2.93769E-24,5.34E+24,2.66E+23
675,2.61E+02,2.31E+01,9.21E+00,,2.93333E-24,6.03E+24,2.13E+23
676,2.50E+02,2.33E+01,9.32E+00,,2.92899E-24,5.79E+24,2.16E+23
677,2.25E+02,1.73E+01,6.91E+00,,2.92467E-24,5.23E+24,1.61E+23
678,2.21E+02,2.71E+01,1.08E+01,,2.92035E-24,5.16E+24,2.52E+23
679,2.49E+02,2.10E+01,8.37E+00,,2.91605E-24,5.82E+24,1.96E+23
680,2.61E+02,3.32E+01,1.32E+01,,2.91176E-24,6.12E+24,3.11E+23
681,1.78E+02,1.34E+01,5.36E+00,,2.90749E-24,4.20E+24,1.26E+23
682,2.48E+02,2.21E+01,8.83E+00,,2.90323E-24,5.86E+24,2.08E+23
683,1.90E+02,3.96E+01,1.58E+01,,2.89898E-24,4.49E+24,3.74E+23
684,2.10E+02,-5.23E+00,-2.09E+00,,2.89474E-24,4.98E+24,-4.96E+22
685,1.80E+02,2.65E+01,1.06E+01,,2.89051E-24,4.29E+24,2.52E+23
686,1.64E+02,2.14E+01,8.56E+00,,2.8863E-24,3.92E+24,2.04E+23
687,2.09E+02,2.72E+01,1.08E+01,,2.8821E-24,5.00E+24,2.60E+23
688,1.61E+02,1.29E+01,5.13E+00,,2.87791E-24,3.87E+24,1.23E+23
689,1.75E+02,9.30E+00,3.72E+00,,2.87373E-24,4.21E+24,8.95E+22
690,1.52E+02,3.58E+01,1.43E+01,,2.86957E-24,3.67E+24,3.46E+23
691,1.62E+02,2.29E+01,9.15E+00,,2.86541E-24,3.92E+24,2.22E+23
692,1.58E+02,2.13E+01,8.50E+00,,2.86127E-24,3.84E+24,2.07E+23
693,1.30E+02,2.75E+01,1.10E+01,,2.85714E-24,3.17E+24,2.67E+23
694,1.32E+02,3.58E+01,1.43E+01,,2.85303E-24,3.22E+24,3.49E+23
695,1.75E+02,3.23E+01,1.29E+01,,2.84892E-24,4.28E+24,3.16E+23
696,1.31E+02,2.05E+01,8.17E+00,,2.84483E-24,3.23E+24,2.01E+23
697,1.40E+02,2.28E+01,9.12E+00,,2.84075E-24,3.44E+24,2.25E+23
698,1.07E+02,3.16E+01,1.26E+01,,2.83668E-24,2.65E+24,3.11E+23
699,1.11E+02,6.40E+00,2.56E+00,,2.83262E-24,2.75E+24,6.33E+22
700,1.48E+02,1.51E+01,6.05E+00,,2.82857E-24,3.67E+24,1.50E+23
